Title,Subject,List,"Send Date","Send Weekday","Total Recipients","Successful Deliveries","Soft Bounces","Hard Bounces","Total Bounces","Times Forwarded","Forwarded Opens","Unique Opens","Open Rate","Total Opens","Unique Clicks","Click Rate","Total Clicks",Unsubscribes,"Abuse Complaints","Times Liked on Facebook","Folder Id","Unique Id","Total Orders","Total Gross Sales","Total Revenue","Analytics ROI","Campaign Cost","Revenue Created",Visits,"New Visits",Pages/Visit,"Bounce Rate","Time on Site","Goal Conversion Rate","Per Visit Goal Value",Transactions,"Ecommerce Conversion Rate","Per Visit Value","Average Value"
"Maker Business","“No Venture Capital Needed, or Wanted”","Adafruit Daily","Jun 03, 2016 11:01 am",Friday,1608,1606,1,1,2,0,0,617,38.42%,795,72,4.48%,78,0,0,0,0,57a79c3056,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Materials for Extreme 3D Printing, Talk by Walter Voit","Adafruit Daily","Jun 03, 2016 11:01 am",Friday,1608,1608,0,0,0,0,0,641,39.86%,903,12,0.75%,12,0,0,0,0,3675f73abb,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Adding Neopixels to your 3d Printed Project?","Adafruit Daily","Jun 06, 2016 11:00 am",Monday,1615,1615,0,0,0,0,0,642,39.75%,916,30,1.86%,30,1,0,0,0,0f8b5d3712,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","Internet trends report by Mary Meeker, KPCB 2016","Adafruit Daily","Jun 06, 2016 11:00 am",Monday,1617,1617,0,0,0,0,0,574,35.50%,740,23,1.42%,26,2,0,0,0,0ac9fe2871,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Use a circuitry roadmap","Adafruit Daily","Jun 06, 2016 11:00 am",Monday,1705,1705,0,0,0,0,0,617,36.19%,770,24,1.41%,26,0,0,0,0,eba903e2cb,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Static kills… slowly.","Adafruit Daily","Jun 06, 2016 11:00 am",Monday,2473,2473,0,0,0,0,0,1035,41.85%,1257,0,0.00%,0,1,0,0,0,3f1ec883a7,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Linking Gut Bacteria to Mood","Adafruit Daily","Jun 06, 2016 11:01 am",Monday,1340,1340,0,0,0,0,0,456,34.03%,693,31,2.31%,66,2,0,0,0,9dd5126086,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Working with Apple Health App Data","Adafruit Daily","Jun 07, 2016 11:00 am",Tuesday,1343,1341,2,0,2,0,0,414,30.87%,533,8,0.60%,14,2,0,0,0,d622eed1e4,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Birds of a faux feather","Adafruit Daily","Jun 07, 2016 11:00 am",Tuesday,1707,1705,1,1,2,0,0,606,35.54%,770,25,1.47%,27,0,0,0,0,d73e481979,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","The Essential Guide to Electronics in Shenzhen – our video review!","Adafruit Daily","Jun 07, 2016 11:00 am",Tuesday,1619,1619,0,0,0,0,0,554,34.22%,690,44,2.72%,52,2,0,0,0,a14f8ce3ea,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Don’t blow it with your microcontroller","Adafruit Daily","Jun 07, 2016 11:01 am",Tuesday,2477,2475,2,0,2,0,0,1052,42.51%,1316,0,0.00%,0,1,1,0,0,3c76b5fb64,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","3D Printing a New Type of Zip Tie","Adafruit Daily","Jun 07, 2016 11:01 am",Tuesday,1614,1613,0,1,1,0,0,688,42.65%,971,102,6.32%,106,1,0,0,0,41a71f6c07,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","We are what we celebrate @littleBits on the cover of WIRED UK","Adafruit Daily","Jun 08, 2016 11:00 am",Wednesday,1617,1617,0,0,0,0,0,574,35.50%,737,20,1.24%,30,1,0,0,0,705aae2b63,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Follow the sound of our voice","Adafruit Daily","Jun 08, 2016 11:00 am",Wednesday,1705,1705,0,0,0,0,0,593,34.78%,770,20,1.17%,21,1,0,0,0,b5892c34af,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","When it’s All About the Details","Adafruit Daily","Jun 08, 2016 11:01 am",Wednesday,1614,1614,0,0,0,0,0,617,38.23%,782,66,4.09%,72,0,0,0,0,222d51751f,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Your job’s a joke, you’re broke, your semiconductor is DOA","Adafruit Daily","Jun 08, 2016 11:02 am",Wednesday,2475,2475,0,0,0,0,0,1084,43.80%,1328,0,0.00%,0,1,0,0,0,ae25e296c0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Dystopian “Skin Flicks”","Adafruit Daily","Jun 08, 2016 11:02 am",Wednesday,1342,1342,0,0,0,0,0,483,35.99%,651,17,1.27%,18,0,0,0,0,494c459ab2,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Student designs ‘Curatio’ 3D hand scanner equipped with 32x Raspberry Pi cameras","Adafruit Daily","Jun 09, 2016 11:00 am",Thursday,1620,1619,1,0,1,0,0,621,38.36%,797,82,5.06%,85,0,0,0,0,3cf51fef5a,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","Car cloned…","Adafruit Daily","Jun 09, 2016 11:01 am",Thursday,1619,1619,0,0,0,0,0,618,38.17%,750,60,3.71%,68,2,0,0,0,210e4799c8,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Biohacking Events This Week","Adafruit Daily","Jun 09, 2016 11:01 am",Thursday,1346,1345,1,0,1,0,0,426,31.67%,520,53,3.94%,87,0,0,0,0,f5834560fc,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Measure at least twice","Adafruit Daily","Jun 09, 2016 11:01 am",Thursday,1708,1706,2,0,2,0,0,572,33.53%,685,14,0.82%,15,0,0,0,0,f8e2e7171b,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"A few words on inductor resistance","Adafruit Daily","Jun 09, 2016 11:02 am",Thursday,2476,2474,2,0,2,0,0,1006,40.66%,1274,0,0.00%,0,2,0,0,0,376a427a08,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Perfectly Paired Portable 3D Printed Projects","Adafruit Daily","Jun 10, 2016 11:00 am",Friday,1620,1620,0,0,0,0,0,637,39.32%,911,81,5.00%,91,0,0,0,0,6488a69588,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Bow ties are cool from the get go","Adafruit Daily","Jun 10, 2016 11:01 am",Friday,1708,1707,1,0,1,0,0,594,34.80%,708,27,1.58%,32,0,0,0,0,0835b772fb,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Raising Bioluminescent E. Coli Bacteria","Adafruit Daily","Jun 10, 2016 11:01 am",Friday,1348,1347,1,0,1,0,0,438,32.52%,611,81,6.01%,147,1,0,0,0,892672edef,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","Digistump launches PCBs.io – Custom PCB Service","Adafruit Daily","Jun 10, 2016 11:01 am",Friday,1619,1619,0,0,0,0,0,627,38.73%,938,99,6.11%,138,0,0,0,0,29d409e38f,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"How to make your own magnetic field probe!","Adafruit Daily","Jun 10, 2016 11:02 am",Friday,2476,2475,1,0,1,0,0,685,27.68%,948,0,0.00%,0,2,0,0,0,f1f14a84ee,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Y solder alone?","Adafruit Daily","Jun 13, 2016 11:01 am",Monday,1623,1623,0,0,0,0,0,701,43.19%,884,24,1.48%,26,0,0,0,0,90e0ed5312,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"The floor up","Adafruit Daily","Jun 13, 2016 11:01 am",Monday,1710,1710,0,0,0,0,0,628,36.73%,730,10,0.58%,11,0,0,0,0,e76d291829,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"High voltage logic","Adafruit Daily","Jun 13, 2016 11:01 am",Monday,2480,2480,0,0,0,0,0,1047,42.22%,1268,0,0.00%,0,1,0,0,0,107522ef9a,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Obesity and Episodic Memory is there a Connection?","Adafruit Daily","Jun 13, 2016 11:01 am",Monday,1354,1354,0,0,0,0,0,447,33.01%,552,13,0.96%,17,0,0,0,0,46641de71c,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","“The Economics Of Selling Hardware”","Adafruit Daily","Jun 13, 2016 11:02 am",Monday,1622,1622,0,0,0,0,0,650,40.07%,1095,167,10.30%,206,1,0,0,0,dcc85d1e0f,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","3D Printed Bulbasaur Planter – Timelapse Tuesday","Adafruit Daily","Jun 14, 2016 11:00 am",Tuesday,1623,1622,1,0,1,0,0,602,37.11%,711,20,1.23%,20,0,0,0,0,2db9b199d3,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Light your flight","Adafruit Daily","Jun 14, 2016 11:00 am",Tuesday,1712,1711,1,0,1,0,0,599,35.01%,878,60,3.51%,65,1,0,0,0,68e53d73db,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Biohack: Turn Yourself Yellow Using Carotenosis","Adafruit Daily","Jun 14, 2016 11:00 am",Tuesday,1355,1355,0,0,0,0,0,439,32.40%,516,25,1.85%,26,1,0,0,0,7e115264f0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Lithium chemistries","Adafruit Daily","Jun 14, 2016 11:01 am",Tuesday,2482,2481,1,0,1,0,0,1022,41.19%,1265,0,0.00%,0,0,0,0,0,6591f707d6,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","“The 3-D Printing Bubble May Have Burst”","Adafruit Daily","Jun 14, 2016 11:01 am",Tuesday,1622,1622,0,0,0,0,0,646,39.83%,831,61,3.76%,72,0,0,0,0,4bbf37b028,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"You’re a gem","Adafruit Daily","Jun 15, 2016 11:00 am",Wednesday,1714,1713,1,0,1,0,0,633,36.95%,788,14,0.82%,16,3,0,0,0,70eabb8048,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"North Sense – The Compass You Implant in Your Chest","Adafruit Daily","Jun 15, 2016 11:01 am",Wednesday,1356,1356,0,0,0,0,0,449,33.11%,561,30,2.21%,39,0,0,0,0,1a83c2010d,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"A short lesson in RF protection","Adafruit Daily","Jun 15, 2016 11:01 am",Wednesday,2486,2485,1,0,1,0,0,1026,41.29%,1297,0,0.00%,0,1,0,0,0,71706f5690,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","Raspberry Pi maker Premier Farnell bought by Daetwyler","Adafruit Daily","Jun 15, 2016 11:02 am",Wednesday,1627,1627,0,0,0,0,0,609,37.43%,777,29,1.78%,34,1,0,0,0,920417fce1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","How to Think About Circuit Diagrams for your 3d Printed Project","Adafruit Daily","Jun 15, 2016 11:02 am",Wednesday,1626,1625,1,0,1,0,0,647,39.82%,911,54,3.32%,56,1,0,0,0,30c8228fc7,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","“Failing Forward: Lessons Learned From The End Of A Startup”","Adafruit Daily","Jun 16, 2016 11:00 am",Thursday,1625,1625,0,0,0,0,0,603,37.11%,855,174,10.71%,192,1,0,0,0,56a1ad2b89,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Craft Stick Hack","Adafruit Daily","Jun 16, 2016 11:01 am",Thursday,1623,1623,0,0,0,0,0,629,38.76%,766,31,1.91%,34,1,0,0,0,341177d876,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Could Cacao Be Coming to a Club Near You?","Adafruit Daily","Jun 16, 2016 11:01 am",Thursday,1358,1358,0,0,0,0,0,444,32.70%,597,8,0.59%,15,1,1,0,0,196e80528a,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Capture sounds","Adafruit Daily","Jun 16, 2016 11:02 am",Thursday,1714,1714,0,0,0,0,0,629,36.70%,854,55,3.21%,62,0,0,0,0,58cb6f6f0e,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"A way around surface mount snags","Adafruit Daily","Jun 16, 2016 11:02 am",Thursday,2489,2489,0,0,0,0,0,1005,40.38%,1258,0,0.00%,0,2,0,0,0,a8d5cd54ec,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","Thank you Makers – Ladyada at the Whitehouse today!","Adafruit Daily","Jun 17, 2016 11:00 am",Friday,1620,1620,0,0,0,0,0,772,47.65%,1194,0,0.00%,0,0,1,1,0,1aa3612edf,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Untethered Bio Monitoring","Adafruit Daily","Jun 17, 2016 11:00 am",Friday,1355,1355,0,0,0,0,0,420,31.00%,569,13,0.96%,30,0,0,0,0,71fc150b0d,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Use a light touch","Adafruit Daily","Jun 17, 2016 11:01 am",Friday,1713,1712,1,0,1,0,0,595,34.75%,741,20,1.17%,22,0,0,0,0,a379fc3ed0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Turn your Smartphone into a 3D Hologram","Adafruit Daily","Jun 17, 2016 11:01 am",Friday,1617,1616,1,0,1,0,0,635,39.29%,947,49,3.03%,51,0,0,0,0,a5ed5e8d7b,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Solder isn’t everything.","Adafruit Daily","Jun 17, 2016 11:02 am",Friday,2485,2484,1,0,1,0,0,1066,42.91%,1348,0,0.00%,0,0,0,0,0,5112174c4f,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","(How to end a Kickstarter, the good way) – ARKYD: A Space Telescope for Everyone by Planetary Resources","Adafruit Daily","Jun 20, 2016 11:03 am",Monday,1625,1623,2,0,2,0,0,617,38.02%,787,37,2.28%,40,0,0,0,0,790aa7a30f,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Manage the Mess","Adafruit Daily","Jun 20, 2016 11:03 am",Monday,1622,1620,1,1,2,0,0,679,41.91%,878,40,2.47%,43,1,0,0,0,d8a8773d53,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","3D Printing  PacMan Ghost Voronoi – Timelapse Tuesday","Adafruit Daily","Jun 21, 2016 11:01 am",Tuesday,1625,1624,1,0,1,0,0,600,36.95%,804,18,1.11%,19,0,0,0,0,e799cd3655,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Polished presentation","Adafruit Daily","Jun 21, 2016 11:01 am",Tuesday,1720,1719,1,0,1,0,0,619,36.01%,845,30,1.75%,36,0,0,0,0,26d76e2ed4,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","“A Scaling Magic Trick”","Adafruit Daily","Jun 21, 2016 11:01 am",Tuesday,1630,1629,1,0,1,0,0,574,35.24%,767,45,2.76%,49,0,0,0,0,bd80f287af,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Keep this in mind when working on project layout","Adafruit Daily","Jun 21, 2016 11:01 am",Tuesday,2498,2496,2,0,2,0,0,1012,40.54%,1386,0,0.00%,0,0,0,0,0,d93ac274d9,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"You Put What, Where? Hobbyist Use of Insertable Devices","Adafruit Daily","Jun 21, 2016 11:02 am",Tuesday,1364,1363,0,1,1,0,0,475,34.85%,707,19,1.39%,29,1,0,0,0,f093af3128,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Biohacker: Wim Hof : Inside the Superhuman World of the Iceman","Adafruit Daily","Jun 22, 2016 11:00 am",Wednesday,1364,1363,1,0,1,0,0,455,33.38%,724,17,1.25%,18,1,0,0,0,c264c059c1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Working with sensitive circuits?","Adafruit Daily","Jun 22, 2016 11:01 am",Wednesday,2499,2498,0,1,1,0,0,1004,40.19%,1186,0,0.00%,0,2,0,0,0,d954fea665,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Batteries out!","Adafruit Daily","Jun 22, 2016 11:01 am",Wednesday,1721,1719,1,1,2,0,0,650,37.81%,770,12,0.70%,13,1,0,0,0,b2a07ab0d1,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","ATtiny85 Ring Watch #3DThursday #3DPrinting","Adafruit Daily","Jun 22, 2016 11:01 am",Wednesday,1624,1623,0,1,1,0,0,664,40.91%,1004,106,6.53%,118,0,0,0,0,48e5c808cd,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","“A New Breed of Intellectual Property”","Adafruit Daily","Jun 22, 2016 11:02 am",Wednesday,1630,1629,0,1,1,0,0,613,37.63%,833,77,4.73%,86,0,0,0,0,cc54ec7ea6,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","Time travel – Maker business milestones over the last 10 years and more…","Adafruit Daily","Jun 23, 2016 11:00 am",Thursday,1636,1635,0,1,1,0,0,557,34.07%,688,59,3.61%,80,2,0,0,0,535ea16bdd,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Playing dress up","Adafruit Daily","Jun 23, 2016 11:00 am",Thursday,1717,1716,0,1,1,0,0,591,34.44%,711,24,1.40%,25,3,0,0,0,a294a97650,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Powering your 3D Printed BLE Feather Lamp for long usage","Adafruit Daily","Jun 23, 2016 11:01 am",Thursday,1630,1629,0,1,1,0,0,601,36.89%,769,47,2.89%,49,0,0,0,0,7df47b9728,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Diamonds may be forever… but components? Not so much.","Adafruit Daily","Jun 23, 2016 11:01 am",Thursday,2501,2500,0,1,1,0,0,987,39.48%,1234,0,0.00%,0,0,0,0,0,4aa125c90c,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Gut Microbiome Testing","Adafruit Daily","Jun 23, 2016 11:01 am",Thursday,1367,1366,0,1,1,0,0,428,31.33%,615,26,1.90%,29,0,0,0,0,204bf4abe9,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Felica Day’s 3D Printed Dress","Adafruit Daily","Jun 24, 2016 11:00 am",Friday,1630,1629,0,1,1,0,0,652,40.02%,801,37,2.27%,42,1,0,0,0,583bdc9fb6,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Biohacking Events – Open qPCR, Dinosaurs and Metabolic Engineering","Adafruit Daily","Jun 24, 2016 11:01 am",Friday,1367,1366,0,1,1,0,0,423,30.97%,512,10,0.73%,11,0,0,0,0,caa30e0b2e,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Go all out","Adafruit Daily","Jun 24, 2016 11:02 am",Friday,1717,1716,0,1,1,0,0,616,35.90%,758,59,3.44%,62,0,0,0,0,8ddc772c0e,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","“TechShop Announces Initiative to Help Launch 10,000 Startups by 2022”","Adafruit Daily","Jun 24, 2016 11:02 am",Friday,1639,1638,0,1,1,0,0,588,35.90%,774,45,2.75%,46,1,0,0,0,f176f6e614,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Must read MOSFET material","Adafruit Daily","Jun 24, 2016 11:02 am",Friday,2504,2503,0,1,1,0,0,1051,41.99%,1262,0,0.00%,0,0,0,0,0,d8c4064239,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Wearables,"Get sparkling locks","Adafruit Daily","Jun 27, 2016 11:00 am",Monday,1719,1719,0,0,0,0,0,595,34.61%,795,17,0.99%,21,0,0,0,0,8655dd5ed7,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Biohack: Beet Doping","Adafruit Daily","Jun 27, 2016 11:01 am",Monday,1368,1368,0,0,0,0,0,457,33.41%,746,13,0.95%,21,0,1,0,0,5031bef34e,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"Cool your FETs!","Adafruit Daily","Jun 27, 2016 11:01 am",Monday,2507,2506,1,0,1,0,0,994,39.66%,1301,0,0.00%,0,1,0,0,0,76734d972d,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","Adafruit’s engineer, Limor “ladyada” Fried interviews Digikey CEO Dave Doherty","Adafruit Daily","Jun 27, 2016 11:01 am",Monday,1637,1637,0,0,0,0,0,588,35.92%,938,74,4.52%,95,0,0,0,0,89c3e2ed2d,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"3D Printing","Avoid Mistakes with Magnets during Assembly","Adafruit Daily","Jun 27, 2016 11:01 am",Monday,1629,1628,1,0,1,0,0,619,38.02%,896,27,1.66%,29,0,0,0,0,07540249a2,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
"Maker Business","Premier Farnell’s CadSoft sold to Autodesk","Adafruit Daily","Jun 28, 2016 11:00 am",Tuesday,1638,1637,1,0,1,0,0,561,34.27%,660,27,1.65%,29,1,0,0,0,dd6750a185,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Biohacking,"Oura – The Wellness Ring","Adafruit Daily","Jun 28, 2016 11:00 am",Tuesday,1369,1368,1,0,1,0,0,457,33.41%,560,8,0.58%,9,2,0,0,0,21411a6ee5,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Electronics,"What’s in a diode?","Adafruit Daily","Jun 28, 2016 11:00 am",Tuesday,2509,2508,1,0,1,0,0,1008,40.19%,1304,0,0.00%,0,1,0,0,0,f612e1a225,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
